time,host_id,belief_compromised,belief_entropy,true_state,true_compromised,belief_error
81,host_013,0.6307099999999997,0.9501253754386783,compromised,1,0.36929000000000034
81,host_014,0.959,0.24685851466035832,compromised,1,0.041000000000000036
81,host_015,0.6723099999999997,0.9125488272066281,compromised,1,0.32769000000000026
81,host_016,0.6324604234275412,0.9487641633619477,compromised,1,0.36753957657245884
81,host_017,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
81,host_018,0.9017069,0.46356137778788875,compromised,1,0.09829310000000002
81,host_019,0.34420456820380907,0.9287854720177159,compromised,1,0.6557954317961909
81,host_020,0.2258048084834847,0.770626148513493,compromised,1,0.7741951915165153
81,host_021,0.959,0.24685851466035832,compromised,1,0.041000000000000036
81,host_022,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
81,host_023,0.8695099999999999,0.5587804821637008,compromised,1,0.1304900000000001
81,host_024,0.6515089600941818,0.9327132015602825,compromised,1,0.3484910399058182
81,host_025,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
81,host_026,0.8699099999999999,0.5576849587166266,compromised,1,0.13009000000000015
81,host_027,0.6559778309999997,0.9286157381511684,compromised,1,0.34402216900000027
81,host_028,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
81,host_029,0.5531099999999997,0.9918458867314373,compromised,1,0.44689000000000034
81,host_030,0.6307099999999997,0.9501253754386783,compromised,1,0.36929000000000034
81,host_031,0.8155398679962254,0.6897375499817838,compromised,1,0.18446013200377465
81,host_032,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
81,host_033,0.001,0.011407757737461138,benign,0,0.001
81,host_034,0.8389999999999999,0.6366965139166224,compromised,1,0.16100000000000014
81,host_035,0.91031,0.43543423018254157,compromised,1,0.08969000000000005
81,host_036,0.8707099999999999,0.555487787222521,compromised,1,0.12929000000000013
81,host_037,0.05,0.28639695711595625,benign,0,0.05
81,host_038,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
81,host_039,0.09668213268999976,0.45838909002625666,compromised,1,0.9033178673100002
81,host_040,0.6307099999999997,0.9501253754386783,compromised,1,0.36929000000000034
81,host_041,0.959,0.24685851466035832,compromised,1,0.041000000000000036
81,host_042,0.7989999999999998,0.7239235920856693,compromised,1,0.20100000000000018
81,host_043,0.7503099999999998,0.8107864162673097,compromised,1,0.2496900000000002
81,host_044,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
81,host_045,0.7907099999999998,0.7401234072829932,compromised,1,0.2092900000000002
81,host_046,0.7433028999999998,0.8217212374582931,compromised,1,0.25669710000000023
81,host_047,0.5453028999999996,0.9940700325438616,compromised,1,0.4546971000000004
81,host_048,0.7989999999999998,0.7239235920856693,compromised,1,0.20100000000000018
81,host_049,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
82,host_000,0.37994991099999975,0.9580066382467582,compromised,1,0.6200500890000002
82,host_001,0.999,0.011407757737461145,compromised,1,0.0010000000000000009
82,host_002,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
82,host_003,0.5848908999999997,0.9791054694329692,compromised,1,0.41510910000000034
82,host_004,0.7107099999999997,0.8678023254794553,compromised,1,0.28929000000000027
82,host_005,0.37267833188999966,0.9527064101228022,compromised,1,0.6273216681100003
82,host_006,0.8299099999999998,0.6579106192333936,compromised,1,0.17009000000000019
82,host_007,0.2850974127316742,0.8623037612278759,compromised,1,0.7149025872683258
82,host_008,0.7375563633944516,0.8304115108547223,compromised,1,0.26244363660554837
82,host_009,0.001,0.011407757737461138,benign,0,0.001
82,host_010,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
82,host_011,0.6702402845108633,0.9146806868880054,compromised,1,0.32975971548913674
82,host_012,0.7189999999999998,0.8568098051241521,compromised,1,0.28100000000000025
82,host_013,0.959,0.24685851466035832,compromised,1,0.041000000000000036
82,host_014,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
82,host_015,0.959,0.24685851466035832,compromised,1,0.041000000000000036
82,host_016,0.8938263177209885,0.4882656372915789,compromised,1,0.10617368227901147
82,host_017,0.8389999999999999,0.6366965139166224,compromised,1,0.16100000000000014
82,host_018,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
82,host_019,0.5155646189054763,0.9993008800745511,compromised,1,0.48443538109452366
82,host_020,0.5271123725463189,0.9978779646828386,compromised,1,0.47288762745368107
82,host_021,0.959,0.24685851466035832,compromised,1,0.041000000000000036
82,host_022,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
82,host_023,0.7989999999999998,0.7239235920856693,compromised,1,0.20100000000000018
82,host_024,0.8577127265432638,0.5901977723172397,compromised,1,0.1422872734567362
82,host_025,0.999,0.011407757737461145,compromised,1,0.0010000000000000009
82,host_026,0.7417108999999997,0.8241536107665342,compromised,1,0.25828910000000027
82,host_027,0.8417517959905512,0.6301021829193223,compromised,1,0.15824820400944883
82,host_028,0.999,0.011407757737461145,compromised,1,0.0010000000000000009
82,host_029,0.8246097781590874,0.6698880162462479,compromised,1,0.17539022184091257
82,host_030,0.4649028999999996,0.9964428334222064,compromised,1,0.5350971000000004
82,host_031,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
82,host_032,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
82,host_033,0.001,0.011407757737461138,benign,0,0.001
82,host_034,0.5511099999999997,0.9924495101036734,compromised,1,0.44889000000000034
82,host_035,0.7417068999999998,0.824159698187124,compromised,1,0.25829310000000016
82,host_036,0.7589999999999998,0.7966992933903277,compromised,1,0.24100000000000021
82,host_037,0.05,0.28639695711595625,benign,0,0.05
82,host_038,0.8389999999999999,0.6366965139166224,compromised,1,0.16100000000000014
82,host_039,0.001,0.011407757737461138,compromised,1,0.999
82,host_040,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
82,host_041,0.7989999999999998,0.7239235920856693,compromised,1,0.20100000000000018
82,host_042,0.5515099999999996,0.992330652201511,compromised,1,0.4484900000000004
82,host_043,0.5433068999999996,0.9945817001798379,compromised,1,0.4566931000000004
82,host_044,0.959,0.24685851466035832,compromised,1,0.041000000000000036
82,host_045,0.5833028999999996,0.9798835270588446,compromised,1,0.4166971000000004
82,host_046,0.6563698709999997,0.9282502004907132,compromised,1,0.34363012900000034
82,host_047,0.953345646911401,0.27201118889514153,compromised,1,0.046654353088599
82,host_048,0.959,0.24685851466035832,compromised,1,0.041000000000000036
82,host_049,0.959,0.24685851466035832,compromised,1,0.041000000000000036
83,host_000,0.6724985251821707,0.9123532488637132,compromised,1,0.3275014748178293
83,host_001,0.94951,0.28847480660462343,compromised,1,0.050490000000000035
83,host_002,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
83,host_003,0.8087228305137296,0.7041355670715119,compromised,1,0.19127716948627038
83,host_004,0.9172088756095831,0.4119383338703299,compromised,1,0.08279112439041691
83,host_005,0.3294515485710997,0.9143650410132804,compromised,1,0.6705484514289003
83,host_006,0.8389999999999999,0.6366965139166224,compromised,1,0.16100000000000014
83,host_007,0.12274643860435747,0.5372042285219201,compromised,1,0.8772535613956425
83,host_008,0.7189999999999998,0.8568098051241521,compromised,1,0.28100000000000025
83,host_009,0.001,0.011407757737461138,benign,0,0.001
83,host_010,0.7507099999999998,0.8101508604907807,compromised,1,0.24929000000000023
83,host_011,0.7369458895739769,0.8313201839370177,compromised,1,0.2630541104260231
83,host_012,0.7589999999999998,0.7966992933903277,compromised,1,0.24100000000000021
83,host_013,0.7189999999999998,0.8568098051241521,compromised,1,0.28100000000000025
83,host_014,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
83,host_015,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
83,host_016,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
83,host_017,0.959,0.24685851466035832,compromised,1,0.041000000000000036
83,host_018,0.7907099999999998,0.7401234072829932,compromised,1,0.2092900000000002
83,host_019,0.6860778000910006,0.8976492043976452,compromised,1,0.3139221999089994
83,host_020,0.7896852212851031,0.7420839972254152,compromised,1,0.2103147787148969
83,host_021,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
83,host_022,0.8707099999999999,0.555487787222521,compromised,1,0.12929000000000013
83,host_023,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
83,host_024,0.7989999999999998,0.7239235920856693,compromised,1,0.20100000000000018
83,host_025,0.8389999999999999,0.6366965139166224,compromised,1,0.16100000000000014
83,host_026,0.7989999999999998,0.7239235920856693,compromised,1,0.20100000000000018
83,host_027,0.6338342780306455,0.9476824710993315,compromised,1,0.3661657219693545
83,host_028,0.959,0.24685851466035832,compromised,1,0.041000000000000036
83,host_029,0.6568636803774964,0.9277883740897483,compromised,1,0.34313631962250357
83,host_030,0.8307047876915412,0.6560899807056647,compromised,1,0.1692952123084588
83,host_031,0.7503099999999998,0.8107864162673097,compromised,1,0.2496900000000002
83,host_032,0.7989999999999998,0.7239235920856693,compromised,1,0.20100000000000018
83,host_033,0.001,0.011407757737461138,benign,0,0.001
83,host_034,0.34609889999999965,0.9305357043342466,compromised,1,0.6539011000000003
83,host_035,0.6222954808733476,0.956404650006544,compromised,1,0.37770451912665237
83,host_036,0.959,0.24685851466035832,compromised,1,0.041000000000000036
83,host_037,0.05,0.28639695711595625,benign,0,0.05
83,host_038,0.7589999999999998,0.7966992933903277,compromised,1,0.24100000000000021
83,host_039,0.3653264053342207,0.94701587034908,compromised,1,0.6346735946657793
83,host_040,0.8703099999999999,0.556587395519833,compromised,1,0.12969000000000008
83,host_041,0.5915099999999996,0.9757007794471513,compromised,1,0.40849000000000035
83,host_042,0.5677890605306173,0.9866996805259165,compromised,1,0.4322109394693827
